,Country,Year,ECCN Code,Description,Rank,Ranking
2572,Emirates,2022,9A619,Military gas turbine engines and related commodities (see List of Items Controlled),3,Exceptions
2573,Emirates,2022,7A103,"Instrumentation, navigation equipment and systems, other than those controlled by 5A001 or 5A002",4,Exceptions
2574,Emirates,2022,7A994,"Other navigation direction finding equipment, airborne communication equipment, and related commodities (see List of Items Controlled)",5,Exceptions
2575,Emirates,2022,3A611,"Military electronics, as follows (see List of Items Controlled)",6,Exceptions
2576,Emirates,2022,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,7,Exceptions
2577,Emirates,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A002",8,Exceptions
2578,Emirates,2022,5D002,Software as follows (see List of Items Controlled),9,Exceptions
2579,Emirates,2022,6A001,"Acoustic systems, equipment and components, as follows (see List of Items Controlled)",10,Exceptions
2580,Emirates,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A002",1,NLR with ECCN
2581,Emirates,2022,5A992,Equipment not controlled by 5A002 (see List of Items Controlled),2,NLR with ECCN
2582,Emirates,2022,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Items Controlled)",3,NLR with ECCN
2583,Emirates,2022,7A994,"Other navigation direction finding equipment, airborne communication equipment, and related commodities (see List of Items Controlled)",4,NLR with ECCN
2584,Emirates,2022,4A994,"Computers, electronic assemblies and related equipment not controlled by 4A003 or 4A004",5,NLR with ECCN
2585,Emirates,2022,2B999,"Vessels, marine systems or equipment, not controlled by 8A001 or 8A002",6,NLR with ECCN
2586,Emirates,2022,8A992,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)",7,NLR with ECCN
2587,Emirates,2022,4A003,Protective and detection equipment not specially designed for military applications,8,NLR with ECCN
2588,Emirates,2022,3A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)",9,NLR with ECCN
2589,Emirates,2022,1C992,"Commercial charges and devices containing energetic materials, n.e.s",10,NLR with ECCN
2590,France,2022,7A103,"Instrumentation, navigation equipment and systems",1,License
2591,France,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,License
2592,France,2022,9A515,Spacecraft and related commodities,3,License
2593,France,2022,0A501,Firearms (except 0A502 shotguns) and related commodities,4,License
2594,France,2022,1C107,Graphite and Ceramic Materials,5,License
2595,France,2022,3A611,Military electronics,6,License
2596,France,2022,0A505,Ammunition,7,License
2597,France,2022,9A619,Military gas turbine engines and related commodities,8,License
2598,France,2022,7A003,Inertial Measurement Equipment or Systems,9,License
2599,France,2022,6A002,Optical Sensors and Equipment,10,License
2600,France,2022,5A002,"Information security systems, equipment and components",1,Exceptions
2601,France,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
2602,France,2022,3A611,Military electronics,3,Exceptions
2603,France,2022,5B991,Telecommunications test equipment,4,Exceptions
2604,France,2022,9A515,Spacecraft and related commodities,5,Exceptions
2605,France,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",6,Exceptions
2606,France,2022,6A003,"Cameras, Systems or Equipment, and Components Therefor",7,Exceptions
2607,France,2022,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,8,Exceptions
2608,France,2022,5D002,Software,9,Exceptions
2609,France,2022,7A611,"Military fire control, laser, imaging, and guidance equipment",10,Exceptions
2610,France,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",1,NLR with ECCN
2611,France,2022,7A994,"Other navigation direction finding equipment, airborne communication equipment",2,NLR with ECCN
2612,France,2022,5A992,Equipment not controlled by 5A002,3,NLR with ECCN
2613,France,2022,3B991,Equipment not controlled by 3B001 for the manufacture of electronic printed circuit boards,4,NLR with ECCN
2614,France,2022,5A991,"Telecommunication equipment, not controlled by 5A001",5,NLR with ECCN
2615,France,2022,9E991,"Technology for the development, production or use of equipment",6,NLR with ECCN
2616,France,2022,3A999,Specific Processing Equipment,7,NLR with ECCN
2617,France,2022,6A998,"Radar systems, equipment and major components",8,NLR with ECCN
2618,France,2022,4A994,"Computers, electronic assemblies and related equipment not controlled by 3A001",9,NLR with ECCN
2619,France,2022,3A992,General purpose electronic equipment not controlled by 3A002,10,NLR with ECCN
2620,Germany,2022,7A103,"Instrumentation, navigation equipment and systems, other than those controlled by 7A004 or 7A104",1,License
2621,Germany,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,License
2622,Germany,2022,0A505,Ammunition,3,License
2623,Germany,2022,3A611,Military electronics,4,License
2624,Germany,2022,0A501,Firearms (except 0A502 shotguns) and related commodities,5,License
2625,Germany,2022,0A503,Discharge type arms; non-lethal or less-lethal grenades and projectiles,6,License
2626,Germany,2022,3A001,Electronic items,7,License
2627,Germany,2022,9A619,Military gas turbine engines and related commodities,8,License
2628,Germany,2022,0A606,Ground vehicles and related commodities,9,License
2629,Germany,2022,7A003,Inertial Measurement Equipment or Systems,10,License
2630,Germany,2022,5A002,"Information security systems, equipment and components",1,Exceptions
2631,Germany,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",2,Exceptions
2632,Germany,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",3,Exceptions
2633,Germany,2022,3A611,Military electronics,4,Exceptions
2634,Germany,2022,9A515,Spacecraft and related commodities,5,Exceptions
2635,Germany,2022,6A001,"Acoustic systems, equipment and components",6,Exceptions
2636,Germany,2022,1A613,Armored and protective equipment and related commodities,7,Exceptions
2637,Germany,2022,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,8,Exceptions
2638,Germany,2022,9A619,Military gas turbine engines and related commodities,9,Exceptions
2639,Germany,2022,5A992,Equipment not controlled by 5A002,10,Exceptions
2640,Germany,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",1,NLR with ECCN
2641,Germany,2022,5A992,Equipment not controlled by 5A002,2,NLR with ECCN
2642,Germany,2022,7A994,"Other navigation direction finding equipment, airborne communication equipment",3,NLR with ECCN
2643,Germany,2022,3B991,Equipment not controlled by 3B001 for the manufacture of electronic products,4,NLR with ECCN
2644,Germany,2022,5A991,"Telecommunication equipment, not controlled by 5A001",5,NLR with ECCN
2645,Germany,2022,3A999,Specific Processing Equipment,6,NLR with ECCN
2646,Germany,2022,6A998,"Radar systems, equipment and major components",7,NLR with ECCN
2647,Germany,2022,3A991,"Electronic devices, and components not controlled by 3A001",8,NLR with ECCN
2648,Germany,2022,1C210,Fibrous or filamentary materials or prepregs,9,NLR with ECCN
2649,Germany,2022,6A005,"Lasers, components and optical equipment",10,NLR with ECCN
2650,India,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
2651,India,2022,9A515,"Spacecraft and related commodities, as follows",2,License
2652,India,2022,3A611,"Military electronics, as follows",3,License
2653,India,2022,3A001,Electronic items as follows,4,License
2654,India,2022,9A619,Military gas turbine engines and related commodities,5,License
2655,India,2022,1C202,"Information security systems, equipment and components, as follows",6,License
2656,India,2022,5A002,"Test, inspection, and production commodities specially designed for",7,License
2657,India,2022,2B201,"Machine tools, and any combination thereof, other than those controlled",8,License
2658,India,2022,7B611,"Instrumentation, navigation equipment and systems, other than those controlled",9,License
2659,India,2022,7A103,Alloys other than those controlled by 1C002.b.3 or 1C002.b.4 as follows,10,License
2660,India,2022,5A002,"Information security systems, equipment and components, as follows",1,Exceptions
2661,India,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
2662,India,2022,9A619,Military gas turbine engines and related commodities,3,Exceptions
2663,India,2022,9A515,"Spacecraft and related commodities, as follows",4,Exceptions
2664,India,2022,3A611,"Military electronics, as follows",5,Exceptions
2665,India,2022,7A103,"Instrumentation, navigation equipment and systems, other than those controlled",6,Exceptions
2666,India,2022,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,7,Exceptions
2667,India,2022,5B002,"Information Security test, inspection and production equipment, as follows",8,Exceptions
2668,India,2022,9B610,"Test, inspection, and production equipment and related commodities",9,Exceptions
2669,India,2022,2B001,"Machine tools and any combination thereof, for removing (or cutting) material",10,Exceptions
2670,India,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A101",1,NLR with ECCN
2671,India,2022,5A991,"Telecommunication equipment, not controlled by 5A001",2,NLR with ECCN
2672,India,2022,5A992,Equipment not controlled by 5A002,3,NLR with ECCN
2673,India,2022,7A994,"Other navigation direction finding equipment, airborne communication equipment",4,NLR with ECCN
2674,India,2022,3A999,"Specific Processing Equipment, n.e.s., as Follows",5,NLR with ECCN
2675,India,2022,2B991,Numerical control units for machine tools and numerically controlled,6,NLR with ECCN
2676,India,2022,3A992,General purpose electronic equipment not controlled by 3A002,7,NLR with ECCN
2677,India,2022,4A994,"Computers, electronic assemblies and related equipment not controlled by 4A001",8,NLR with ECCN
2678,India,2022,9A990,"Diesel engines, n.e.s., and tractors and specially designed parts",9,NLR with ECCN
2679,India,2022,5B991,"Telecommunications test equipment, n.e.s",10,NLR with ECCN
2680,Indonesia,2022,2B350,"Chemical manufacturing facilities and equipment, except valves control",1,License
2681,Indonesia,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,License
2682,Indonesia,2022,9A619,Military gas turbine engines and related commodities,3,License
2683,Indonesia,2022,5A002,"Information security systems, equipment and components",4,License
2684,Indonesia,2022,0A501,Firearms,5,License
2685,Indonesia,2022,0A505,Ammunition,6,License
2686,Indonesia,2022,0A504,Optical sighting devices for firearms,7,License
2687,Indonesia,2022,9A515,Spacecraft and related commodities,8,License
2688,Indonesia,2022,3A611,Military electronics,9,License
2689,Indonesia,2022,6A003,"Cameras, Systems or Equipment, and Components",10,License
2690,Indonesia,2022,5A002,"Information security systems, equipment and components",1,Exceptions
2691,Indonesia,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
2692,Indonesia,2022,7A103,"Instrumentation, navigation equipment and systems",3,Exceptions
2693,Indonesia,2022,5D002,Software,4,Exceptions
2694,Indonesia,2022,1A613,Armored and protective equipment,5,Exceptions
2695,Indonesia,2022,3A611,Military electronics,6,Exceptions
2696,Indonesia,2022,6A006,Protective and Detection Equipment and Components,7,Exceptions
2697,Indonesia,2022,1A004,"Magnetometers, magnetic gradiometers, intrinsic magnetic gradiometers",8,Exceptions
2698,Indonesia,2022,6A003,"Cameras, Systems or Equipment, and Components",9,Exceptions
2699,Indonesia,2022,9A619,Military gas turbine engines and related commodities,10,Exceptions
2700,Indonesia,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001",1,NLR with ECCN
2701,Indonesia,2022,2B999,"Specific Processing Equipment, n.e.s.",2,NLR with ECCN
2702,Indonesia,2022,5A992,Equipment not controlled by 5A002,3,NLR with ECCN
2703,Indonesia,2022,5A991,"Telecommunication equipment, not controlled by 5A001",4,NLR with ECCN
2704,Indonesia,2022,1C992,"Commercial charges and devices containing energetic materials, n.e.s.",5,NLR with ECCN
2705,Indonesia,2022,7A994,"Other navigation direction finding equipment, airborne communication e",6,NLR with ECCN
2706,Indonesia,2022,1C355,Chemical Weapons Convention (CWC) Schedule 2 and 3 chemicals and famil,7,NLR with ECCN
2707,Indonesia,2022,3A999,"Specific Processing Equipment, n.e.s.",8,NLR with ECCN
2708,Indonesia,2022,1C991,"Vaccines, immunotoxins, medical products, diagnostic and food testing",9,NLR with ECCN
2709,Indonesia,2022,3A992,General purpose electronic equipment not controlled by 3A002,10,NLR with ECCN
2710,Israel,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
2711,Israel,2022,9A619,Military gas turbine engines and related commodities,2,License
2712,Israel,2022,0A606,Ground vehicles and related commodities,3,License
2713,Israel,2022,3A611,Military electronics,4,License
2714,Israel,2022,0A505,Ammunition,5,License
2715,Israel,2022,9A604,"Commodities related to launch vehicles, missiles, and rockets",6,License
2716,Israel,2022,0A604,Commodities related to military explosive devices and charges,7,License
2717,Israel,2022,3A001,Electronic items,8,License
2718,Israel,2022,5A002,"Information security systems, equipment and components",9,License
2719,Israel,2022,5A002,"Information security systems, equipment and components",1,Exceptions
2720,Israel,2022,5B002,"Information Security test, inspection and production equipment",2,Exceptions
2721,Israel,2022,3A001,Electronic items,3,Exceptions
2722,Israel,2022,9A619,Military gas turbine engines and related commodities,4,Exceptions
2723,Israel,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",5,Exceptions
2724,Israel,2022,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,6,Exceptions
2725,Israel,2022,6A005,"Lasers, components and optical equipment",7,Exceptions
2726,Israel,2022,3A611,Military electronics,8,Exceptions
2727,Israel,2022,3C003,Organo-inorganic compounds,9,Exceptions
2728,Israel,2022,6A003,"Cameras, Systems or Equipment, and Components Therefor",10,Exceptions
2729,Israel,2022,5A992,Equipment not controlled by 5A002,1,NLR with ECCN
2730,Israel,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or 9A991",2,NLR with ECCN
2731,Israel,2022,3A991,"Electronic devices, and components not controlled by 3A001",3,NLR with ECCN
2732,Israel,2022,3B991,Equipment not controlled by 3B001,4,NLR with ECCN
2733,Israel,2022,5A991,"Telecommunication equipment, not controlled by 5A001",5,NLR with ECCN
2734,Israel,2022,7A994,"Other navigation direction finding equipment, airborne communication equipment",6,NLR with ECCN
2735,Israel,2022,3B992,Equipment not controlled by 3B002,7,NLR with ECCN
2736,Israel,2022,1C995,"Mixtures not controlled by ECCN 1C350, ECCN 1C355 or ECCN 1C395",8,NLR with ECCN
2737,Israel,2022,4A994,"Computers, electronic assemblies and related equipment not controlled by 3A002",9,NLR with ECCN
2738,Israel,2022,3A992,General purpose electronic equipment not controlled by 3A002,10,NLR with ECCN
2739,Japan,2022,9A610,Military Aircraft and Related Commodities,1,License
2740,Japan,2022,9A619,Military gas turbine engines and related commodities,2,License
2741,Japan,2022,3A611,Military electronics,3,License
2742,Japan,2022,9A604,"Commodities related to launch vehicles, missiles, and rockets",4,License
2743,Japan,2022,7A611,"Military fire control, laser, imaging, and guidance equipment",5,License
2744,Japan,2022,9B610,Spacecraft and related commodities,6,License
2745,Japan,2022,0A602,"Test, inspection, and production equipment",7,License
2746,Japan,2022,9B610,Guns and armament,8,License
2747,Japan,2022,8A609,Surface vessels of war and related commodities,9,License
2748,Japan,2022,1C107,Graphite and Ceramic Materials,10,License
2749,Japan,2022,5A002,"Information security systems, equipment and components",1,Exceptions
2750,Japan,2022,9A619,Military gas turbine engines and related commodities,2,Exceptions
2751,Japan,2022,9A610,Military Aircraft and Related Commodities,3,Exceptions
2752,Japan,2022,3A611,Military electronics,4,Exceptions
2753,Japan,2022,5A991,Telecommunication equipment,5,Exceptions
2754,Japan,2022,9B604,"Test, inspection, and production equipment",6,Exceptions
2755,Japan,2022,9A515,Spacecraft and related commodities,7,Exceptions
2756,Japan,2022,0A614,Military training equipment,8,Exceptions
2757,Japan,2022,9B610,"Test, inspection, and production equipment",9,Exceptions
2758,Japan,2022,9A991,Aircraft,10,Exceptions
2759,Japan,2022,9A991,Aircraft,1,NLR with ECCN
2760,Japan,2022,3B991,Equipment not controlled by 3B001 for the manufacture of electronic products,2,NLR with ECCN
2761,Japan,2022,3B992,Equipment not controlled by 3B002 for the inspection or testing of electronic products,3,NLR with ECCN
2762,Japan,2022,5A991,Telecommunication equipment,4,NLR with ECCN
2763,Japan,2022,5A992,Equipment not controlled by 5A002,5,NLR with ECCN
2764,Japan,2022,7A994,Specific Processing Equipment,6,NLR with ECCN
2765,Japan,2022,3A999,Electronic items,7,NLR with ECCN
2766,Japan,2022,3A001,Electronic devices and components,8,NLR with ECCN
2767,Japan,2022,3A992,General purpose electronic equipment,9,NLR with ECCN
2768,Japan,2022,2B230,All types of pressure transducers,10,NLR with ECCN
2769,Korea,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
2770,Korea,2022,9A619,Military gas turbine engines and related commodities,2,License
2771,Korea,2022,0A606,Ground vehicles and related commodities,3,License
2772,Korea,2022,7A003,Inertial Measurement Equipment or Systems,4,License
2773,Korea,2022,3A611,Military electronics,5,License
2774,Korea,2022,7A611,"Military fire control, laser, imaging, and guidance equipment",6,License
2775,Korea,2022,9B610,"Test, inspection, and production equipment and related commodities",7,License
2776,Korea,2022,1C107,Graphite and Ceramic Materials,8,License
2777,Korea,2022,1C111,Propellants and constituent chemicals for propellants,9,License
2778,Korea,2022,9A604,"Commodities related to launch vehicles, missiles, and rockets",10,License
2779,Korea,2022,5A002,"Information security systems, equipment and components",1,Exceptions
2780,Korea,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",2,Exceptions
2781,Korea,2022,9A619,Military gas turbine engines and related commodities,3,Exceptions
2782,Korea,2022,3A611,Military electronics,4,Exceptions
2783,Korea,2022,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,5,Exceptions
2784,Korea,2022,0A614,Military training equipment,6,Exceptions
2785,Korea,2022,5B991,Telecommunications test equipment,7,Exceptions
2786,Korea,2022,9B604,"Test, inspection, and production equipment and related commodities",8,Exceptions
2787,Korea,2022,1A607,"Military dissemination equipment for riot control agents, military d",9,Exceptions
2788,Korea,2022,8A609,Surface vessels of war and related commodities,10,Exceptions
2789,Korea,2022,3B991,Equipment not controlled by 3B001 for the manufacture of electronic,1,NLR with ECCN
2790,Korea,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or",2,NLR with ECCN
2791,Korea,2022,3B992,Equipment not controlled by 3B002 for the inspection or testing of ele,3,NLR with ECCN
2792,Korea,2022,5A991,"Telecommunication equipment, not controlled by 5A001",4,NLR with ECCN
2793,Korea,2022,5A992,Equipment not controlled by 5A002,5,NLR with ECCN
2794,Korea,2022,3B001,Equipment for the manufacturing of semiconductor devices or materials,6,NLR with ECCN
2795,Korea,2022,3A999,"Specific Processing Equipment, n.e.s.",7,NLR with ECCN
2796,Korea,2022,2B999,"Specific Processing Equipment, n.e.s.",8,NLR with ECCN
2797,Korea,2022,3A992,General purpose electronic equipment not controlled by 3A002,9,NLR with ECCN
2798,Korea,2022,4A994,"Computers, electronic assemblies and related equipment not controlle",10,NLR with ECCN
2799,Malaysia,2022,3A001,Electronic items,1,License
2800,Malaysia,2022,9A610,Military Aircraft and Related Commodities,2,License
2801,Malaysia,2022,2B350,"Chemical manufacturing facilities and equipment, except valves control",3,License
2802,Malaysia,2022,3A611,Military electronics,4,License
2803,Malaysia,2022,3A002,"General purpose electronic assemblies, modules and equipment",5,License
2804,Malaysia,2022,9A619,Military gas turbine engines and related commodities,6,License
2805,Malaysia,2022,7A103,"Instrumentation, navigation equipment and systems",7,License
2806,Malaysia,2022,2B001,Machine tools,8,License
2807,Malaysia,2022,3A611,"General purpose electronic assemblies, modules and equipment",9,License
2808,Malaysia,2022,2B350,Chemical manufacturing facilities and equipment,10,License
2809,Malaysia,2022,5A002,"Information security systems, equipment and components",1,Exceptions
2810,Malaysia,2022,3A001,Electronic items,2,Exceptions
2811,Malaysia,2022,3A002,"General purpose electronic assemblies, modules and equipment",3,Exceptions
2812,Malaysia,2022,5B002,"Information Security test, inspection and production equipment",4,Exceptions
2813,Malaysia,2022,9A610,Military Aircraft and Related Commodities,5,Exceptions
2814,Malaysia,2022,1C006,Fluids and lubricating materials,6,Exceptions
2815,Malaysia,2022,7A103,"Instrumentation, navigation equipment and systems",7,Exceptions
2816,Malaysia,2022,3B001,Equipment for the manufacturing of semiconductor devices or materials,8,Exceptions
2817,Malaysia,2022,6A005,"Lasers, components and optical equipment",9,Exceptions
2818,Malaysia,2022,EAR99,Items subject to the EAR that are not elsewhere specified,10,Exceptions
2819,Malaysia,2022,5A992,Equipment not controlled by 5A002,1,NLR with ECCN
2820,Malaysia,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001",2,NLR with ECCN
2821,Malaysia,2022,3B991,Equipment not controlled by 3B001,3,NLR with ECCN
2822,Malaysia,2022,3A991,"Electronic devices, and components not controlled by 3A001",4,NLR with ECCN
2823,Malaysia,2022,5A991,"Telecommunication equipment, not controlled by 5A001",5,NLR with ECCN
2824,Malaysia,2022,3B992,Equipment not controlled by 3B002,6,NLR with ECCN
2825,Malaysia,2022,3A992,General purpose electronic equipment not controlled by 3A002,7,NLR with ECCN
2826,Malaysia,2022,4A994,"Computers, electronic assemblies and related equipment not controlled by 3A002",8,NLR with ECCN
2827,Malaysia,2022,7A994,"Other navigation direction finding equipment, airborne communication equipment",9,NLR with ECCN
2828,Malaysia,2022,5B991,Specific Processing Equipment,10,NLR with ECCN
2829,Mexico,2022,0A501,Firearms (except 0A502 shotguns) and related commodities as follows,1,License
2830,Mexico,2022,3A611,"Military electronics, as follows (see List of Items Controlled)",2,License
2831,Mexico,2022,5A002,"Information security systems, equipment and components, as follows",3,License
2832,Mexico,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",4,License
2833,Mexico,2022,0A505,Ammunition as follows (see List of Items Controlled),5,License
2834,Mexico,2022,3A981,Polygraphs (except biomedical recorders designed for use in medical fa,6,License
2835,Mexico,2022,0A614,"Military training equipment, as follows (see List of Items Controlle",7,License
2836,Mexico,2022,9A619,Military gas turbine engines and related commodities (see List of Item,8,License
2837,Mexico,2022,9B610,"Test, inspection, and production equipment and related commodities",9,License
2838,Mexico,2022,1C111,"Propellants and constituent chemicals for propellants, other than thos",10,License
2839,Mexico,2022,5A002,"Information security systems, equipment and components, as follows",1,Exceptions
2840,Mexico,2022,3A001,Electronic items as follows (see List of Items Controlled),2,Exceptions
2841,Mexico,2022,9B001,"Manufacturing Equipment, tooling or Fixtures, as Follows (See List of)",3,Exceptions
2842,Mexico,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",4,Exceptions
2843,Mexico,2022,9A619,Military gas turbine engines and related commodities (see List of Item,5,Exceptions
2844,Mexico,2022,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,6,Exceptions
2845,Mexico,2022,7A103,"Instrumentation, navigation equipment and systems, other than those co",7,Exceptions
2846,Mexico,2022,3A611,"Military electronics, as follows (see List of Items Controlled)",8,Exceptions
2847,Mexico,2022,5D002,Software as follows (see List of Items Controlled),9,Exceptions
2848,Mexico,2022,0A606,"Ground vehicles and related commodities, as follows (see List of Items",10,Exceptions
2849,Mexico,2022,4A994,"Computers, electronic assemblies and related equipment not controlle",1,NLR with ECCN
2850,Mexico,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001 or",2,NLR with ECCN
2851,Mexico,2022,5A991,"Telecommunication equipment, not controlled by 5A001 (see List of Item",3,NLR with ECCN
2852,Mexico,2022,5A992,Equipment not controlled by 5A002 (see List of Items Controlled),4,NLR with ECCN
2853,Mexico,2022,7A994,"Other navigation direction finding equipment, airborne communication e",5,NLR with ECCN
2854,Mexico,2022,3A991,"Electronic devices, and components not controlled by 3A001",6,NLR with ECCN
2855,Mexico,2022,9A990,"Diesel engines, n.e.s., and tractors and specially designed parts",7,NLR with ECCN
2856,Mexico,2022,3A999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items C",8,NLR with ECCN
2857,Mexico,2022,1C992,"Commercial charges and devices containing energetic materials, n.e.s",9,NLR with ECCN
2858,Mexico,2022,1A995,Chemicals that may be used as precursors for toxic chemical agents,10,NLR with ECCN
2859,Netherlands,2022,3B001,Equipment for the manufacturing of semiconductor devices or materials,1,License
2860,Netherlands,2022,1C111,Propellants and constituent chemicals for propellants,2,License
2861,Netherlands,2022,9B610,"Test, inspection, and production equipment and related commodities",3,License
2862,Netherlands,2022,9A610,Military Aircraft and Related Commodities,4,License
2863,Netherlands,2022,1A004,Protective and Detection Equipment and Components,5,License
2864,Netherlands,2022,3A611,Military gas turbine engines and related commodities,6,License
2865,Netherlands,2022,0A501,Firearms,7,License
2866,Netherlands,2022,9A012,Military electronics,8,License
2867,Netherlands,2022,9A619,Non-military Unmanned Aerial Vehicles,9,License
2868,Netherlands,2022,9B619,"Test, inspection, and production equipment and related commodities",10,License
2869,Netherlands,2022,5A002,"Information security systems, equipment and components",1,Exceptions
2870,Netherlands,2022,9A610,Military Aircraft and Related Commodities,2,Exceptions
2871,Netherlands,2022,9A515,Spacecraft and related commodities,3,Exceptions
2872,Netherlands,2022,1A613,Armored and protective equipment and related commodities,4,Exceptions
2873,Netherlands,2022,3A611,Military electronics,5,Exceptions
2874,Netherlands,2022,5A992,Equipment not controlled by 5A002,6,Exceptions
2875,Netherlands,2022,9A619,Military gas turbine engines and related commodities,7,Exceptions
2876,Netherlands,2022,0A606,Ground vehicles and related commodities,8,Exceptions
2877,Netherlands,2022,6A003,"Cameras, Systems or Equipment, and Components",9,Exceptions
2878,Netherlands,2022,EAR99,Items subject to the EAR that are not elsewhere specified in this CCL,10,Exceptions
2879,Netherlands,2022,9A991,Aircraft and gas turbine engines not controlled by 9A001 or 9A002,1,NLR with ECCN
2880,Netherlands,2022,5A992,Equipment not controlled by 5A002,2,NLR with ECCN
2881,Netherlands,2022,3B991,Equipment not controlled by 3B001,3,NLR with ECCN
2882,Netherlands,2022,5A991,Telecommunication equipment not controlled by 5A001,4,NLR with ECCN
2883,Netherlands,2022,3B001,Equipment for the manufacturing of semiconductor devices or materials,5,NLR with ECCN
2884,Netherlands,2022,7A994,Other navigation direction finding equipment,6,NLR with ECCN
2885,Netherlands,2022,4A994,"Computers, electronic assemblies and related equipment",7,NLR with ECCN
2886,Netherlands,2022,3A992,General purpose electronic equipment not controlled by 3A002,8,NLR with ECCN
2887,Netherlands,2022,3A999,Specific Processing Equipment,9,NLR with ECCN
2888,Netherlands,2022,3B992,Equipment not controlled by 3B002,10,NLR with ECCN
2889,Saudi Arabia,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",1,License
2890,Saudi Arabia,2022,9A619,Military gas turbine engines and related commodities,2,License
2891,Saudi Arabia,2022,0A501,Firearms,3,License
2892,Saudi Arabia,2022,9B604,"Test, inspection, and production equipment and related commodities",4,License
2893,Saudi Arabia,2022,5A002,"Information security systems, equipment and components",5,License
2894,Saudi Arabia,2022,3A611,Military electronics,6,License
2895,Saudi Arabia,2022,6A003,"Cameras, Systems or Equipment, and Components Therefor",7,License
2896,Saudi Arabia,2022,9B619,"Test, inspection, and production equipment and related commodities",8,License
2897,Saudi Arabia,2022,8A001,Submersible Vehicles and Surface Vessels,9,License
2898,Saudi Arabia,2022,7A003,Inertial Measurement Equipment or Systems,10,License
2899,Saudi Arabia,2022,5A002,"Information security systems, equipment and components",1,Exceptions
2900,Saudi Arabia,2022,9A604,"Commodities related to launch vehicles, missiles, and rockets",2,Exceptions
2901,Saudi Arabia,2022,9A610,"Military Aircraft and Related Commodities, Other Than Those Enumerated",3,Exceptions
2902,Saudi Arabia,2022,3A611,Military electronics,4,Exceptions
2903,Saudi Arabia,2022,9A619,Military gas turbine engines and related commodities,5,Exceptions
2904,Saudi Arabia,2022,1A004,"Protective and Detection Equipment and Components, Not Specially Designed",6,Exceptions
2905,Saudi Arabia,2022,9B610,"Test, inspection, and production equipment and related commodities",7,Exceptions
2906,Saudi Arabia,2022,7A103,"Instrumentation, navigation equipment and systems",8,Exceptions
2907,Saudi Arabia,2022,7A003,Inertial Measurement Equipment or Systems,9,Exceptions
2908,Saudi Arabia,2022,0A614,Military training equipment,10,Exceptions
2909,Saudi Arabia,2022,9A991,"Aircraft, n.e.s., and gas turbine engines not controlled by 9A001",1,NLR with ECCN
2910,Saudi Arabia,2022,2B999,"Specific Processing Equipment, n.e.s.",2,NLR with ECCN
2911,Saudi Arabia,2022,5A992,Equipment not controlled by 5A002,3,NLR with ECCN
